"Statistic","Date","County","UNIT","VALUE"
"Staying Local Indicator","2020 December 25","Dublin","%","64.5"
"Staying Local Indicator","2020 December 25","Kildare","%","47.4"
"Staying Local Indicator","2020 December 25","Meath","%","49.6"
"Staying Local Indicator","2020 December 25","Wicklow","%","52.2"
"Staying Local Indicator","2020 December 25","Clare","%","46.1"
"Staying Local Indicator","2020 December 25","Carlow","%","43.9"
"Staying Local Indicator","2020 December 25","Kilkenny","%","48"
"Staying Local Indicator","2020 December 25","Tipperary","%","43.6"
"Staying Local Indicator","2020 December 25","Wexford","%","48.8"
"Staying Local Indicator","2020 December 25","Kerry","%","48.5"
"Staying Local Indicator","2020 December 25","Cork","%","51.3"
"Staying Local Indicator","2020 December 25","Galway","%","45.4"
"Staying Local Indicator","2020 December 25","Limerick","%","49.7"
"Staying Local Indicator","2020 December 25","Waterford","%","52.3"
"Staying Local Indicator","2020 December 26","State","%","53.5"
"Staying Local Indicator","2020 December 26","Cavan","%","47.3"
"Staying Local Indicator","2020 December 26","Donegal","%","46.8"
"Staying Local Indicator","2020 December 26","Leitrim","%","44.8"
"Staying Local Indicator","2020 December 26","Louth","%","57.7"
"Staying Local Indicator","2020 December 26","Monaghan","%","49.7"
"Staying Local Indicator","2020 December 26","Sligo","%","45.4"
"Staying Local Indicator","2020 December 26","Laois","%","47.2"
"Staying Local Indicator","2020 December 26","Longford","%","47.7"
"Staying Local Indicator","2020 December 26","Offaly","%","48.7"
"Staying Local Indicator","2020 December 26","Westmeath","%","51.7"
"Staying Local Indicator","2020 December 26","Mayo","%","44"
"Staying Local Indicator","2020 December 26","Roscommon","%","43.7"
"Staying Local Indicator","2020 December 26","Dublin","%","64.4"
"Staying Local Indicator","2020 December 26","Kildare","%","48.4"
"Staying Local Indicator","2020 December 26","Meath","%","51"
"Staying Local Indicator","2020 December 26","Wicklow","%","53.6"
"Staying Local Indicator","2020 December 26","Clare","%","47.2"
"Staying Local Indicator","2020 December 26","Carlow","%","44.9"
"Staying Local Indicator","2020 December 26","Kilkenny","%","49.1"
"Staying Local Indicator","2020 December 26","Tipperary","%","44.9"
"Staying Local Indicator","2020 December 26","Wexford","%","50.2"
"Staying Local Indicator","2020 December 26","Kerry","%","49.1"
"Staying Local Indicator","2020 December 26","Cork","%","52"
"Staying Local Indicator","2020 December 26","Galway","%","45.8"
"Staying Local Indicator","2020 December 26","Limerick","%","50.1"
"Staying Local Indicator","2020 December 26","Waterford","%","53.1"
"Staying Local Indicator","2020 December 27","State","%","54.1"
"Staying Local Indicator","2020 December 27","Cavan","%","48.5"
"Staying Local Indicator","2020 December 27","Donegal","%","47.8"
"Staying Local Indicator","2020 December 27","Leitrim","%","46"
"Staying Local Indicator","2020 December 27","Louth","%","58.5"
"Staying Local Indicator","2020 December 27","Monaghan","%","50.9"
"Staying Local Indicator","2020 December 27","Sligo","%","46"
"Staying Local Indicator","2020 December 27","Laois","%","48.3"
"Staying Local Indicator","2020 December 27","Longford","%","48.8"
"Staying Local Indicator","2020 December 27","Offaly","%","49.9"
"Staying Local Indicator","2020 December 27","Westmeath","%","52.4"
"Staying Local Indicator","2020 December 27","Mayo","%","44.6"
"Staying Local Indicator","2020 December 27","Roscommon","%","44.6"
"Staying Local Indicator","2020 December 27","Dublin","%","64.4"
"Staying Local Indicator","2020 December 27","Kildare","%","49.3"
"Staying Local Indicator","2020 December 27","Meath","%","52.2"
"Staying Local Indicator","2020 December 27","Wicklow","%","54.8"
"Staying Local Indicator","2020 December 27","Clare","%","48.2"
"Staying Local Indicator","2020 December 27","Carlow","%","45.8"
"Staying Local Indicator","2020 December 27","Kilkenny","%","50.1"
"Staying Local Indicator","2020 December 27","Tipperary","%","46"
"Staying Local Indicator","2020 December 27","Wexford","%","51.1"
"Staying Local Indicator","2020 December 27","Kerry","%","49.8"
"Staying Local Indicator","2020 December 27","Cork","%","52.6"
"Staying Local Indicator","2020 December 27","Galway","%","46"
"Staying Local Indicator","2020 December 27","Limerick","%","50.7"
"Staying Local Indicator","2020 December 27","Waterford","%","53.7"
"Staying Local Indicator","2020 December 28","State","%","55"
"Staying Local Indicator","2020 December 28","Cavan","%","50.2"
"Staying Local Indicator","2020 December 28","Donegal","%","49.3"
"Staying Local Indicator","2020 December 28","Leitrim","%","47.5"
"Staying Local Indicator","2020 December 28","Louth","%","59.8"
"Staying Local Indicator","2020 December 28","Monaghan","%","52.7"
"Staying Local Indicator","2020 December 28","Sligo","%","47.1"
"Staying Local Indicator","2020 December 28","Laois","%","49.8"
"Staying Local Indicator","2020 December 28","Longford","%","50.2"
"Staying Local Indicator","2020 December 28","Offaly","%","51.4"
"Staying Local Indicator","2020 December 28","Westmeath","%","53.8"
"Staying Local Indicator","2020 December 28","Mayo","%","45.7"
"Staying Local Indicator","2020 December 28","Roscommon","%","46.1"
"Staying Local Indicator","2020 December 28","Dublin","%","64.6"
"Staying Local Indicator","2020 December 28","Kildare","%","50.8"
"Staying Local Indicator","2020 December 28","Meath","%","54"
"Staying Local Indicator","2020 December 28","Wicklow","%","56.6"
"Staying Local Indicator","2020 December 28","Clare","%","49.2"
"Staying Local Indicator","2020 December 28","Carlow","%","47.1"
"Staying Local Indicator","2020 December 28","Kilkenny","%","51.5"
"Staying Local Indicator","2020 December 28","Tipperary","%","47.4"
"Staying Local Indicator","2020 December 28","Wexford","%","52.4"
"Staying Local Indicator","2020 December 28","Kerry","%","50.5"
"Staying Local Indicator","2020 December 28","Cork","%","53.3"
"Staying Local Indicator","2020 December 28","Galway","%","46.6"
"Staying Local Indicator","2020 December 28","Limerick","%","51.3"
"Staying Local Indicator","2020 December 28","Waterford","%","54.5"
"Staying Local Indicator","2020 December 29","State","%","55.8"
"Staying Local Indicator","2020 December 29","Cavan","%","51.9"
"Staying Local Indicator","2020 December 29","Donegal","%","50.6"
"Staying Local Indicator","2020 December 29","Leitrim","%","48.9"
"Staying Local Indicator","2020 December 29","Louth","%","60.8"
"Staying Local Indicator","2020 December 29","Monaghan","%","54.5"
"Staying Local Indicator","2020 December 29","Sligo","%","48.1"
"Staying Local Indicator","2020 December 29","Laois","%","51"
"Staying Local Indicator","2020 December 29","Longford","%","51.5"
"Staying Local Indicator","2020 December 29","Offaly","%","52.8"
"Staying Local Indicator","2020 December 29","Westmeath","%","54.9"
"Staying Local Indicator","2020 December 29","Mayo","%","46.5"
"Staying Local Indicator","2020 December 29","Roscommon","%","47.4"
"Staying Local Indicator","2020 December 29","Dublin","%","64.8"
"Staying Local Indicator","2020 December 29","Kildare","%","52"
"Staying Local Indicator","2020 December 29","Meath","%","55.3"
"Staying Local Indicator","2020 December 29","Wicklow","%","58"
"Staying Local Indicator","2020 December 29","Clare","%","50.1"
"Staying Local Indicator","2020 December 29","Carlow","%","48"
"Staying Local Indicator","2020 December 29","Kilkenny","%","52.5"
"Staying Local Indicator","2020 December 29","Tipperary","%","48.6"
"Staying Local Indicator","2020 December 29","Wexford","%","53.7"
"Staying Local Indicator","2020 December 29","Kerry","%","51.3"
"Staying Local Indicator","2020 December 29","Cork","%","53.9"
"Staying Local Indicator","2020 December 29","Galway","%","47.1"
"Staying Local Indicator","2020 December 29","Limerick","%","52"
"Staying Local Indicator","2020 December 29","Waterford","%","55.1"
"Staying Local Indicator","2020 December 30","State","%","56.5"
"Staying Local Indicator","2020 December 30","Cavan","%","53.4"
"Staying Local Indicator","2020 December 30","Donegal","%","51.8"
"Staying Local Indicator","2020 December 30","Leitrim","%","50.2"
"Staying Local Indicator","2020 December 30","Louth","%","61.8"
"Staying Local Indicator","2020 December 30","Monaghan","%","55.8"
"Staying Local Indicator","2020 December 30","Sligo","%","49"
"Staying Local Indicator","2020 December 30","Laois","%","52.1"
"Staying Local Indicator","2020 December 30","Longford","%","52.7"
"Staying Local Indicator","2020 December 30","Offaly","%","54.1"
"Staying Local Indicator","2020 December 30","Westmeath","%","56"
"Staying Local Indicator","2020 December 30","Mayo","%","47.3"
"Staying Local Indicator","2020 December 30","Roscommon","%","48.4"
"Staying Local Indicator","2020 December 30","Dublin","%","65"
"Staying Local Indicator","2020 December 30","Kildare","%","53.1"
"Staying Local Indicator","2020 December 30","Meath","%","56.6"
"Staying Local Indicator","2020 December 30","Wicklow","%","58.9"
"Staying Local Indicator","2020 December 30","Clare","%","50.8"
"Staying Local Indicator","2020 December 30","Carlow","%","48.8"
"Staying Local Indicator","2020 December 30","Kilkenny","%","53.4"
"Staying Local Indicator","2020 December 30","Tipperary","%","49.5"
"Staying Local Indicator","2020 December 30","Wexford","%","54.5"
"Staying Local Indicator","2020 December 30","Kerry","%","51.7"
"Staying Local Indicator","2020 December 30","Cork","%","54.5"
"Staying Local Indicator","2020 December 30","Galway","%","47.8"
"Staying Local Indicator","2020 December 30","Limerick","%","52.7"
"Staying Local Indicator","2020 December 30","Waterford","%","55.7"
"Staying Local Indicator","2020 December 31","State","%","57.4"
"Staying Local Indicator","2020 December 31","Cavan","%","54.7"
"Staying Local Indicator","2020 December 31","Donegal","%","52.9"
"Staying Local Indicator","2020 December 31","Leitrim","%","51.3"
"Staying Local Indicator","2020 December 31","Louth","%","62.9"
"Staying Local Indicator","2020 December 31","Monaghan","%","57.1"
"Staying Local Indicator","2020 December 31","Sligo","%","49.8"
"Staying Local Indicator","2020 December 31","Laois","%","52.9"
"Staying Local Indicator","2020 December 31","Longford","%","53.6"
"Staying Local Indicator","2020 December 31","Offaly","%","55.2"
"Staying Local Indicator","2020 December 31","Westmeath","%","56.9"
"Staying Local Indicator","2020 December 31","Mayo","%","48.2"
"Staying Local Indicator","2020 December 31","Roscommon","%","49.3"
"Staying Local Indicator","2020 December 31","Dublin","%","66"
"Staying Local Indicator","2020 December 31","Kildare","%","54.3"
"Staying Local Indicator","2020 December 31","Meath","%","58"
"Staying Local Indicator","2020 December 31","Wicklow","%","60"
"Staying Local Indicator","2020 December 31","Clare","%","51.5"
"Staying Local Indicator","2020 December 31","Carlow","%","49.8"
"Staying Local Indicator","2020 December 31","Kilkenny","%","54.5"
"Staying Local Indicator","2020 December 31","Tipperary","%","50.3"
"Staying Local Indicator","2020 December 31","Wexford","%","55.4"
"Staying Local Indicator","2020 December 31","Kerry","%","52.3"
"Staying Local Indicator","2020 December 31","Cork","%","55.4"
"Staying Local Indicator","2020 December 31","Galway","%","48.7"
"Staying Local Indicator","2020 December 31","Limerick","%","53.5"
"Staying Local Indicator","2020 December 31","Waterford","%","56.6"
"Staying Local Indicator","2021 January 01","State","%","59.5"
"Staying Local Indicator","2021 January 01","Cavan","%","56.4"
"Staying Local Indicator","2021 January 01","Donegal","%","54.1"
"Staying Local Indicator","2021 January 01","Leitrim","%","52.7"
"Staying Local Indicator","2021 January 01","Louth","%","64.3"
"Staying Local Indicator","2021 January 01","Monaghan","%","58.5"
"Staying Local Indicator","2021 January 01","Sligo","%","51.7"
"Staying Local Indicator","2021 January 01","Laois","%","54.5"
"Staying Local Indicator","2021 January 01","Longford","%","55"
"Staying Local Indicator","2021 January 01","Offaly","%","56.5"
"Staying Local Indicator","2021 January 01","Westmeath","%","58.9"
"Staying Local Indicator","2021 January 01","Mayo","%","49.8"
"Staying Local Indicator","2021 January 01","Roscommon","%","50.6"
"Staying Local Indicator","2021 January 01","Dublin","%","68.6"
"Staying Local Indicator","2021 January 01","Kildare","%","56.8"
"Staying Local Indicator","2021 January 01","Meath","%","60.1"
"Staying Local Indicator","2021 January 01","Wicklow","%","61.9"
"Staying Local Indicator","2021 January 01","Clare","%","52.9"
"Staying Local Indicator","2021 January 01","Carlow","%","51.9"
"Staying Local Indicator","2021 January 01","Kilkenny","%","56.2"
"Staying Local Indicator","2021 January 01","Tipperary","%","51.5"
"Staying Local Indicator","2021 January 01","Wexford","%","57"
"Staying Local Indicator","2021 January 01","Kerry","%","53.9"
"Staying Local Indicator","2021 January 01","Cork","%","57.5"
"Staying Local Indicator","2021 January 01","Galway","%","51"
"Staying Local Indicator","2021 January 01","Limerick","%","56"
"Staying Local Indicator","2021 January 01","Waterford","%","58.4"
"Staying Local Indicator","2021 January 02","State","%","61.8"
"Staying Local Indicator","2021 January 02","Cavan","%","57.9"
"Staying Local Indicator","2021 January 02","Donegal","%","55.2"
"Staying Local Indicator","2021 January 02","Leitrim","%","54.2"
"Staying Local Indicator","2021 January 02","Louth","%","65.9"
"Staying Local Indicator","2021 January 02","Monaghan","%","59.9"
"Staying Local Indicator","2021 January 02","Sligo","%","53.6"
"Staying Local Indicator","2021 January 02","Laois","%","56.2"
"Staying Local Indicator","2021 January 02","Longford","%","56.5"
"Staying Local Indicator","2021 January 02","Offaly","%","58"
"Staying Local Indicator","2021 January 02","Westmeath","%","61"
"Staying Local Indicator","2021 January 02","Mayo","%","51.2"
"Staying Local Indicator","2021 January 02","Roscommon","%","52"
"Staying Local Indicator","2021 January 02","Dublin","%","71.6"
"Staying Local Indicator","2021 January 02","Kildare","%","59.8"
"Staying Local Indicator","2021 January 02","Meath","%","62.3"
"Staying Local Indicator","2021 January 02","Wicklow","%","64.1"
"Staying Local Indicator","2021 January 02","Clare","%","54.7"
"Staying Local Indicator","2021 January 02","Carlow","%","54.3"
"Staying Local Indicator","2021 January 02","Kilkenny","%","58.3"
"Staying Local Indicator","2021 January 02","Tipperary","%","53.1"
"Staying Local Indicator","2021 January 02","Wexford","%","58.8"
"Staying Local Indicator","2021 January 02","Kerry","%","56"
"Staying Local Indicator","2021 January 02","Cork","%","59.8"
"Staying Local Indicator","2021 January 02","Galway","%","53.7"
"Staying Local Indicator","2021 January 02","Limerick","%","58.6"
"Staying Local Indicator","2021 January 02","Waterford","%","60.6"
"Staying Local Indicator","2021 January 03","State","%","63.7"
"Staying Local Indicator","2021 January 03","Cavan","%","59.1"
"Staying Local Indicator","2021 January 03","Donegal","%","56"
"Staying Local Indicator","2021 January 03","Leitrim","%","55.3"
"Staying Local Indicator","2021 January 03","Louth","%","67.3"
"Staying Local Indicator","2021 January 03","Monaghan","%","61.2"
"Staying Local Indicator","2021 January 03","Sligo","%","54.8"
"Staying Local Indicator","2021 January 03","Laois","%","57.6"
"Staying Local Indicator","2021 January 03","Longford","%","57.6"
"Staying Local Indicator","2021 January 03","Offaly","%","59.5"
"Staying Local Indicator","2021 January 03","Westmeath","%","62.8"
"Staying Local Indicator","2021 January 03","Mayo","%","52.3"
"Staying Local Indicator","2021 January 03","Roscommon","%","53"
"Staying Local Indicator","2021 January 03","Dublin","%","74.2"
"Staying Local Indicator","2021 January 03","Kildare","%","62.1"
"Staying Local Indicator","2021 January 03","Meath","%","64.2"
"Staying Local Indicator","2021 January 03","Wicklow","%","66"
"Staying Local Indicator","2021 January 03","Clare","%","55.8"
"Staying Local Indicator","2021 January 03","Carlow","%","55.7"
"Staying Local Indicator","2021 January 03","Kilkenny","%","59.7"
"Staying Local Indicator","2021 January 03","Tipperary","%","54.1"
"Staying Local Indicator","2021 January 03","Wexford","%","60.4"
"Staying Local Indicator","2021 January 03","Kerry","%","57.1"
"Staying Local Indicator","2021 January 03","Cork","%","61.7"
"Staying Local Indicator","2021 January 03","Galway","%","55.8"
"Staying Local Indicator","2021 January 03","Limerick","%","60.5"
"Staying Local Indicator","2021 January 03","Waterford","%","62.1"
"Staying Local Indicator","2021 January 04","State","%","65"
"Staying Local Indicator","2021 January 04","Cavan","%","59.4"
"Staying Local Indicator","2021 January 04","Donegal","%","56.3"
"Staying Local Indicator","2021 January 04","Leitrim","%","55.8"
"Staying Local Indicator","2021 January 04","Louth","%","67.9"
"Staying Local Indicator","2021 January 04","Monaghan","%","61.6"
"Staying Local Indicator","2021 January 04","Sligo","%","55.7"
"Staying Local Indicator","2021 January 04","Laois","%","58.3"
"Staying Local Indicator","2021 January 04","Longford","%","58.3"
"Staying Local Indicator","2021 January 04","Offaly","%","59.9"
"Staying Local Indicator","2021 January 04","Westmeath","%","63.6"
"Staying Local Indicator","2021 January 04","Mayo","%","52.9"
"Staying Local Indicator","2021 January 04","Roscommon","%","53.3"
"Staying Local Indicator","2021 January 04","Dublin","%","76.1"
"Staying Local Indicator","2021 January 04","Kildare","%","63.5"
"Staying Local Indicator","2021 January 04","Meath","%","65"
"Staying Local Indicator","2021 January 04","Wicklow","%","66.9"
"Staying Local Indicator","2021 January 04","Clare","%","56.8"
"Staying Local Indicator","2021 January 04","Carlow","%","56.5"
"Staying Local Indicator","2021 January 04","Kilkenny","%","60.5"
"Staying Local Indicator","2021 January 04","Tipperary","%","54.6"
"Staying Local Indicator","2021 January 04","Wexford","%","61.1"
"Staying Local Indicator","2021 January 04","Kerry","%","58"
"Staying Local Indicator","2021 January 04","Cork","%","63.1"
"Staying Local Indicator","2021 January 04","Galway","%","57.5"
"Staying Local Indicator","2021 January 04","Limerick","%","62"
"Staying Local Indicator","2021 January 04","Waterford","%","63.4"
"Staying Local Indicator","2021 January 05","State","%","66.4"
"Staying Local Indicator","2021 January 05","Cavan","%","60"
"Staying Local Indicator","2021 January 05","Donegal","%","57"
"Staying Local Indicator","2021 January 05","Leitrim","%","56.5"
"Staying Local Indicator","2021 January 05","Louth","%","68.9"
"Staying Local Indicator","2021 January 05","Monaghan","%","62.4"
"Staying Local Indicator","2021 January 05","Sligo","%","56.8"
"Staying Local Indicator","2021 January 05","Laois","%","59.4"
"Staying Local Indicator","2021 January 05","Longford","%","58.9"
"Staying Local Indicator","2021 January 05","Offaly","%","60.7"
"Staying Local Indicator","2021 January 05","Westmeath","%","64.6"
"Staying Local Indicator","2021 January 05","Mayo","%","53.7"
"Staying Local Indicator","2021 January 05","Roscommon","%","54"
"Staying Local Indicator","2021 January 05","Dublin","%","78.2"
"Staying Local Indicator","2021 January 05","Kildare","%","65.2"
"Staying Local Indicator","2021 January 05","Meath","%","66.3"
"Staying Local Indicator","2021 January 05","Wicklow","%","68"
"Staying Local Indicator","2021 January 05","Clare","%","57.9"
"Staying Local Indicator","2021 January 05","Carlow","%","57.5"
"Staying Local Indicator","2021 January 05","Kilkenny","%","61.7"
"Staying Local Indicator","2021 January 05","Tipperary","%","55.4"
"Staying Local Indicator","2021 January 05","Wexford","%","62"
"Staying Local Indicator","2021 January 05","Kerry","%","58.9"
"Staying Local Indicator","2021 January 05","Cork","%","64.6"
"Staying Local Indicator","2021 January 05","Galway","%","59.1"
"Staying Local Indicator","2021 January 05","Limerick","%","63.5"
"Staying Local Indicator","2021 January 05","Waterford","%","64.7"
"Staying Local Indicator","2021 January 06","State","%","67.7"
"Staying Local Indicator","2021 January 06","Cavan","%","60.5"
"Staying Local Indicator","2021 January 06","Donegal","%","57.7"
"Staying Local Indicator","2021 January 06","Leitrim","%","57.2"
"Staying Local Indicator","2021 January 06","Louth","%","69.7"
"Staying Local Indicator","2021 January 06","Monaghan","%","63.2"
"Staying Local Indicator","2021 January 06","Sligo","%","58"
"Staying Local Indicator","2021 January 06","Laois","%","60.2"
"Staying Local Indicator","2021 January 06","Longford","%","59.2"
"Staying Local Indicator","2021 January 06","Offaly","%","61.4"
"Staying Local Indicator","2021 January 06","Westmeath","%","65.6"
"Staying Local Indicator","2021 January 06","Mayo","%","54.5"
"Staying Local Indicator","2021 January 06","Roscommon","%","54.6"
"Staying Local Indicator","2021 January 06","Dublin","%","80"
"Staying Local Indicator","2021 January 06","Kildare","%","66.6"
"Staying Local Indicator","2021 January 06","Meath","%","67.3"
"Staying Local Indicator","2021 January 06","Wicklow","%","69.3"
"Staying Local Indicator","2021 January 06","Clare","%","59.1"
"Staying Local Indicator","2021 January 06","Carlow","%","58.3"
"Staying Local Indicator","2021 January 06","Kilkenny","%","62.8"
"Staying Local Indicator","2021 January 06","Tipperary","%","56.3"
"Staying Local Indicator","2021 January 06","Wexford","%","62.9"
"Staying Local Indicator","2021 January 06","Kerry","%","60"
"Staying Local Indicator","2021 January 06","Cork","%","66.1"
"Staying Local Indicator","2021 January 06","Galway","%","60.7"
"Staying Local Indicator","2021 January 06","Limerick","%","64.9"
"Staying Local Indicator","2021 January 06","Waterford","%","65.9"
"Staying Local Indicator","2021 January 07","State","%","68.6"
"Staying Local Indicator","2021 January 07","Cavan","%","61"
"Staying Local Indicator","2021 January 07","Donegal","%","58.2"
"Staying Local Indicator","2021 January 07","Leitrim","%","57.9"
"Staying Local Indicator","2021 January 07","Louth","%","70.1"
"Staying Local Indicator","2021 January 07","Monaghan","%","63.7"
"Staying Local Indicator","2021 January 07","Sligo","%","59.1"
"Staying Local Indicator","2021 January 07","Laois","%","61"
"Staying Local Indicator","2021 January 07","Longford","%","59.6"
"Staying Local Indicator","2021 January 07","Offaly","%","61.9"
"Staying Local Indicator","2021 January 07","Westmeath","%","66.4"
"Staying Local Indicator","2021 January 07","Mayo","%","55"
"Staying Local Indicator","2021 January 07","Roscommon","%","55.1"
"Staying Local Indicator","2021 January 07","Dublin","%","81.3"
"Staying Local Indicator","2021 January 07","Kildare","%","67.6"
"Staying Local Indicator","2021 January 07","Meath","%","67.8"
"Staying Local Indicator","2021 January 07","Wicklow","%","69.6"
"Staying Local Indicator","2021 January 07","Clare","%","60.1"
"Staying Local Indicator","2021 January 07","Carlow","%","58.8"
"Staying Local Indicator","2021 January 07","Kilkenny","%","63.5"
"Staying Local Indicator","2021 January 07","Tipperary","%","56.9"
"Staying Local Indicator","2021 January 07","Wexford","%","63.3"
"Staying Local Indicator","2021 January 07","Kerry","%","60.7"
"Staying Local Indicator","2021 January 07","Cork","%","67.2"
"Staying Local Indicator","2021 January 07","Galway","%","61.9"
"Staying Local Indicator","2021 January 07","Limerick","%","66.2"
"Staying Local Indicator","2021 January 07","Waterford","%","66.8"
"Staying Local Indicator","2021 January 08","State","%","67.5"
"Staying Local Indicator","2021 January 08","Cavan","%","59.1"
"Staying Local Indicator","2021 January 08","Donegal","%","56.9"
"Staying Local Indicator","2021 January 08","Leitrim","%","56.4"
"Staying Local Indicator","2021 January 08","Louth","%","68.9"
"Staying Local Indicator","2021 January 08","Monaghan","%","62"
"Staying Local Indicator","2021 January 08","Sligo","%","58"
"Staying Local Indicator","2021 January 08","Laois","%","59.5"
"Staying Local Indicator","2021 January 08","Longford","%","58.2"
"Staying Local Indicator","2021 January 08","Offaly","%","60.4"
"Staying Local Indicator","2021 January 08","Westmeath","%","64.8"
"Staying Local Indicator","2021 January 08","Mayo","%","53.4"
"Staying Local Indicator","2021 January 08","Roscommon","%","53.7"
"Staying Local Indicator","2021 January 08","Dublin","%","80.7"
"Staying Local Indicator","2021 January 08","Kildare","%","66"
"Staying Local Indicator","2021 January 08","Meath","%","66.2"
"Staying Local Indicator","2021 January 08","Wicklow","%","68.3"
"Staying Local Indicator","2021 January 08","Clare","%","58.8"
"Staying Local Indicator","2021 January 08","Carlow","%","57.2"
"Staying Local Indicator","2021 January 08","Kilkenny","%","62.1"
"Staying Local Indicator","2021 January 08","Tipperary","%","55.5"
"Staying Local Indicator","2021 January 08","Wexford","%","61.6"
"Staying Local Indicator","2021 January 08","Kerry","%","59.5"
"Staying Local Indicator","2021 January 08","Cork","%","66"
"Staying Local Indicator","2021 January 08","Galway","%","60.6"
"Staying Local Indicator","2021 January 08","Limerick","%","65.1"
"Staying Local Indicator","2021 January 08","Waterford","%","65.8"
"Staying Local Indicator","2021 January 09","State","%","66.6"
"Staying Local Indicator","2021 January 09","Cavan","%","58.2"
"Staying Local Indicator","2021 January 09","Donegal","%","55.9"
"Staying Local Indicator","2021 January 09","Leitrim","%","55.4"
"Staying Local Indicator","2021 January 09","Louth","%","68.2"
"Staying Local Indicator","2021 January 09","Monaghan","%","60.9"
"Staying Local Indicator","2021 January 09","Sligo","%","57.2"
"Staying Local Indicator","2021 January 09","Laois","%","58.5"
"Staying Local Indicator","2021 January 09","Longford","%","57.1"
"Staying Local Indicator","2021 January 09","Offaly","%","59.2"
"Staying Local Indicator","2021 January 09","Westmeath","%","63.7"
"Staying Local Indicator","2021 January 09","Mayo","%","52.4"
"Staying Local Indicator","2021 January 09","Roscommon","%","52.6"
"Staying Local Indicator","2021 January 09","Dublin","%","80.2"
"Staying Local Indicator","2021 January 09","Kildare","%","65.1"
"Staying Local Indicator","2021 January 09","Meath","%","65.4"
"Staying Local Indicator","2021 January 09","Wicklow","%","67.4"
"Staying Local Indicator","2021 January 09","Clare","%","57.9"
"Staying Local Indicator","2021 January 09","Carlow","%","55.9"
"Staying Local Indicator","2021 January 09","Kilkenny","%","61.1"
"Staying Local Indicator","2021 January 09","Tipperary","%","54.5"
"Staying Local Indicator","2021 January 09","Wexford","%","60.4"
"Staying Local Indicator","2021 January 09","Kerry","%","58.1"
"Staying Local Indicator","2021 January 09","Cork","%","65.3"
"Staying Local Indicator","2021 January 09","Galway","%","59.6"
"Staying Local Indicator","2021 January 09","Limerick","%","64.4"
"Staying Local Indicator","2021 January 09","Waterford","%","64.9"
"Staying Local Indicator","2021 January 10","State","%","66.4"
"Staying Local Indicator","2021 January 10","Cavan","%","57.9"
"Staying Local Indicator","2021 January 10","Donegal","%","55.7"
"Staying Local Indicator","2021 January 10","Leitrim","%","55"
"Staying Local Indicator","2021 January 10","Louth","%","68"
"Staying Local Indicator","2021 January 10","Monaghan","%","60.5"
"Staying Local Indicator","2021 January 10","Sligo","%","57"
"Staying Local Indicator","2021 January 10","Laois","%","58.3"
"Staying Local Indicator","2021 January 10","Longford","%","56.8"
"Staying Local Indicator","2021 January 10","Offaly","%","58.6"
"Staying Local Indicator","2021 January 10","Westmeath","%","63.3"
"Staying Local Indicator","2021 January 10","Mayo","%","52"
"Staying Local Indicator","2021 January 10","Roscommon","%","52.3"
"Staying Local Indicator","2021 January 10","Dublin","%","79.9"
"Staying Local Indicator","2021 January 10","Kildare","%","64.9"
"Staying Local Indicator","2021 January 10","Meath","%","65.2"
"Staying Local Indicator","2021 January 10","Wicklow","%","67"
"Staying Local Indicator","2021 January 10","Clare","%","57.7"
"Staying Local Indicator","2021 January 10","Carlow","%","55.3"
"Staying Local Indicator","2021 January 10","Kilkenny","%","60.8"
"Staying Local Indicator","2021 January 10","Tipperary","%","54.2"
"Staying Local Indicator","2021 January 10","Wexford","%","59.9"
"Staying Local Indicator","2021 January 10","Kerry","%","57.7"
"Staying Local Indicator","2021 January 10","Cork","%","65"
"Staying Local Indicator","2021 January 10","Galway","%","59.3"
"Staying Local Indicator","2021 January 10","Limerick","%","64.2"
"Staying Local Indicator","2021 January 10","Waterford","%","64.6"
"Staying Local Indicator","2021 January 11","State","%","66.3"
"Staying Local Indicator","2021 January 11","Cavan","%","57.6"
"Staying Local Indicator","2021 January 11","Donegal","%","55.6"
"Staying Local Indicator","2021 January 11","Leitrim","%","55.1"
"Staying Local Indicator","2021 January 11","Louth","%","67.9"
"Staying Local Indicator","2021 January 11","Monaghan","%","60.2"
"Staying Local Indicator","2021 January 11","Sligo","%","57"
"Staying Local Indicator","2021 January 11","Laois","%","58.1"
"Staying Local Indicator","2021 January 11","Longford","%","56.6"
"Staying Local Indicator","2021 January 11","Offaly","%","58.5"
"Staying Local Indicator","2021 January 11","Westmeath","%","63.1"
"Staying Local Indicator","2021 January 11","Mayo","%","51.9"
"Staying Local Indicator","2021 January 11","Roscommon","%","52.2"
"Staying Local Indicator","2021 January 11","Dublin","%","79.9"
"Staying Local Indicator","2021 January 11","Kildare","%","64.7"
"Staying Local Indicator","2021 January 11","Meath","%","65.1"
"Staying Local Indicator","2021 January 11","Wicklow","%","67"
"Staying Local Indicator","2021 January 11","Clare","%","57.7"
"Staying Local Indicator","2021 January 11","Carlow","%","54.8"
"Staying Local Indicator","2021 January 11","Kilkenny","%","60.6"
"Staying Local Indicator","2021 January 11","Tipperary","%","54.1"
"Staying Local Indicator","2021 January 11","Wexford","%","59.6"
"Staying Local Indicator","2021 January 11","Kerry","%","57.4"
"Staying Local Indicator","2021 January 11","Cork","%","65"
"Staying Local Indicator","2021 January 11","Galway","%","59.2"
